,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2017-09-01,-0.00620567375886516,-0.005319148936170137,0.19907626822705687,65888.0,787313.6788050943,3216,394548478,426848850,505593,1211326,9055359,15511814,15082890,21237631,24825952,36326647,27928878,32685948,16181806,24709192,20452770,23609994,280515230,271556298
1,000002,2017-09-01,-0.016337059329320835,-0.013757523645743786,0.41477439931779736,55320.0,489123.7085475061,3146,280799528,265822134,929732,1422927,11147086,15542912,14625239,19289984,33881094,40879924,27365142,26261936,18524369,20024459,18274855,15536460,156052011,126863532
2,000004,2017-09-01,-0.003454231433506094,-0.0038860103626943143,0.9448356634004315,11530.0,46598.46317002742,600,8872736,6243590,809732,500987,2504672,2875364,2039054,1512954,1713812,321090,669398,231100,727375,399111,408693,402984,0,0
3,000005,2017-09-01,-0.004089979550102152,-0.002044989775051076,0.1702708504051833,5368.0,39967.022891208915,825,9155158,6375425,994180,862762,3236451,2045855,1967514,1138809,1846194,1301384,653493,539615,0,0,457326,487000,0,0
4,000006,2017-09-01,-0.008244994110718551,-0.005889281507656108,0.19361039407064629,16840.0,94577.7042684378,1925,38482404,42211484,1250927,2192273,10072636,8756701,5510775,7493415,8012573,9930420,5052368,3224411,2448036,700884,1716917,4307791,4418172,5605589
5,000007,2017-09-01,-0.007682458386683688,-0.004481434058898781,0.6128135158224944,10850.0,61129.740904786035,649,11931259,7609296,660896,648524,2258041,2594136,1839097,2009135,2697490,1820741,2192380,227760,1007912,309000,447433,0,828010,0
6,000008,2017-09-01,-0.004987531172069737,-0.007481296758104716,0.2384758139743302,9624.0,98367.42287565442,1131,24943720,18070373,825734,1535235,4383528,5071743,2667541,3444738,2112844,2870674,1983817,1301324,2135547,1677465,2791840,905152,8042869,1264042
7,000009,2017-09-01,0.004678362573099282,0.004678362573099282,0.1767011664744387,25890.0,244465.9250700318,2344,111081100,91942437,1490012,1805038,10873790,11750634,11983545,13628525,15973721,15856108,9997023,9048001,8013807,7532901,4017724,7690852,48731478,24630378
8,000010,2017-09-01,0.0,-0.001984126984126977,0.19979674699842007,5533.0,43546.71579816429,636,8779069,4343579,707851,413808,1808413,1672570,2646334,1185766,1783535,373768,917894,697667,0,0,402400,0,512642,0
9,000011,2017-09-01,-0.012569130216188995,-0.014077425842131785,0.4037470011179508,25363.0,121615.12991785129,2427,88879795,63552037,1788930,1756976,12123058,11735008,15879090,12284638,18300664,11562525,10172175,7923312,8893731,4827419,7996548,2616862,13725599,10845297
