,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2017-12-19,0.0383111806098515,0.036747458952306467,0.2157981139428174,265529.0,1316432.41141493,3516,1258337647,1193037365,293379,323217,6557454,7042264,15745135,13937575,39532845,33157403,43380609,39776157,43004011,40044836,42402761,41146212,1067421453,1017609701
1,000002,2017-12-19,0.017445917655268595,0.009071877180739651,0.4902361611311004,72075.0,312782.7807654067,3419,267594964,324693576,969847,871478,13261882,13861721,22631115,21409483,37237083,47537446,28668085,33689639,26042716,28171185,18995854,19011240,119788382,160141384
2,000004,2017-12-19,0.004824561403508731,0.0057017543859647635,0.8682837507968288,11350.0,58528.02119873111,689,9930101,10955960,567465,717359,2177901,3506713,1925435,2003831,1740908,1744832,1906680,1826690,747692,677840,864020,478695,0,0
3,000005,2017-12-19,-0.0071428571428572285,0.0,0.20779871426857394,4190.0,115952.80902599741,408,9282129,2951107,329293,385886,1333738,986741,533713,266089,658789,273878,210500,0,0,0,1663634,420000,4552462,618513
4,000008,2017-12-19,0.014302741358760418,-0.0035756853396902155,0.32624315219569877,10128.0,48653.97126491739,661,12011615,5732585,770447,549578,4459814,1612906,3300786,778531,2321422,796291,741146,700150,0,706853,418000,0,0,588276
5,000009,2017-12-19,0.0013831258644536604,0.0027662517289073207,0.2005612649688797,7986.0,99434.18474057145,1300,24110843,23578656,809575,1526528,5101391,4180983,2964992,4808405,3897057,2637460,2554279,2575866,1697126,1441687,1274550,929960,5811873,5477767
6,000010,2017-12-19,-0.0018050541516244634,-0.016245487364620947,0.15394348561271878,10940.0,59042.994203110014,1296,24135895,10638116,1422692,882164,7311823,3764737,5467824,2839998,4209822,1511547,1672001,769256,656461,353650,422375,0,2972897,516764
7,000011,2017-12-19,0.006497341996456019,0.006497341996456019,0.5997694533205538,13568.0,62151.85071332745,796,10481077,11861240,773338,774010,3805263,3810882,2530839,2268081,1979929,1347486,1391708,945083,0,340000,0,462325,0,1913373
8,000012,2017-12-19,-0.00121212121212122,-0.0060606060606061,0.21095403006897256,16480.0,130503.82296608239,1530,45836688,36461474,810085,1966201,5604280,7583674,5527489,7972308,6521597,7707966,5315916,3670285,3129615,2098717,3659942,2580527,15267764,2881796
9,000014,2017-12-19,-0.03357903357903358,-0.038493038493038534,0.33804690878741744,23720.0,55134.142230011086,1309,32052846,8011728,420125,522242,17426486,2728654,6984465,1891816,3615891,2008461,726949,507455,352200,353100,420070,0,2106660,0
