,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2017-12-08,0.015515903801396336,0.007757951900698279,0.21861371713064434,118312.0,673826.9565809745,3480,562627274,535476425,690118,429589,11116770,7650353,30163579,15328268,50831504,35069288,54556877,37994252,49153907,28293250,36478203,26385046,329636316,384326379
1,000002,2017-12-08,0.014976174268209741,0.0030633083730429167,0.4910664122460599,204400.0,614137.2312176956,3583,657177798,510425531,105565,147486,5737800,4472987,20987470,13170329,64852403,50030644,77220747,58733422,66605727,53961958,51422667,51565386,370245419,278343319
2,000004,2017-12-08,0.022767857142857117,0.031696428571428514,0.7695402224623962,11370.0,44366.250789214035,847,8976892,12041064,917534,804549,3441247,3512216,1935577,2956197,1951575,1924718,730959,1923374,0,306880,0,0,0,613130
3,000005,2017-12-08,0.017326732673267342,0.007425742574257432,0.18296938081396552,4070.0,37597.47719264453,487,3276230,3660467,464260,528947,1457771,1522849,866874,380616,487325,301439,0,272160,0,0,0,0,0,654456
4,000008,2017-12-08,0.018072289156626287,0.00240963855421672,0.2383638612130832,2490.0,58990.07322962779,1216,8815999,12054915,1120475,1647521,2290276,2126474,2193665,1188434,1749287,3389772,675478,1510402,372819,658024,413999,0,0,1534288
5,000009,2017-12-08,0.0,0.006830601092896238,0.14473438149821502,13908.0,63736.895633727545,2575,44588418,42438479,1933330,2474785,14177999,8068287,8046725,10879824,6722796,13768113,3801682,4578855,2829003,1405847,2710970,431880,4365913,830888
6,000010,2017-12-08,0.02135922330097073,0.01747572815533971,0.14276280420419485,8384.0,80433.91569629438,1303,17776988,22844416,1656859,1008790,4401938,4529058,3597162,4553075,2942002,3999945,1248044,2048791,1670237,1380358,900196,411336,1360550,4913063
7,000011,2017-12-08,0.010727056019070202,0.010727056019070202,0.4975332441060767,13488.0,47188.84593720781,1137,16244707,14936281,1087985,987324,5432294,4866588,4005541,3227077,3781753,3043120,228960,1651400,726404,671832,463100,488940,518670,0
8,000012,2017-12-08,0.011574074074073959,0.01504629629629628,0.1820746762558893,19316.0,132605.25159004008,2254,68266139,72594488,1599808,1641697,9884184,9710865,11863699,10922032,15112934,13476173,8762386,6892005,3936177,4801682,3492323,6498619,13614628,18651415
9,000014,2017-12-08,0.0008230452674897748,0.0016460905349793276,0.6245372414099973,12130.0,45584.68485399875,378,5313221,5515570,379699,294369,1836246,1659736,1342333,891899,794598,1475788,960345,1193778,0,0,0,0,0,0
10,000016,2017-12-08,0.0066334991708125735,0.00995024875621886,0.18367737973948847,9165.0,94454.19055952414,1078,18230430,23084573,825217,1086929,3890420,4069738,3569822,3219544,2873761,4859098,2473860,2192283,953260,3060586,407421,1267608,3236669,3328787
11,000017,2017-12-08,-0.002971768202080338,-0.008915304606240793,0.3705646532645219,6700.0,26391.286919775226,329,2599698,2322050,325285,274931,1200221,1179965,626508,609434,121394,257720,0,0,326290,0,0,0,0,0
12,000018,2017-12-08,-0.0014265335235377208,0.0,0.280464786627574,10470.0,59738.302953283055,624,8208812,7891429,463236,743171,1465381,3829091,1261286,1217609,2432680,1292502,280000,809056,747737,0,0,0,1558492,0
13,000020,2017-12-08,0.036821705426356655,0.043927648578811374,0.3620696407411392,19536.0,175790.5111065135,1836,55037700,63951620,1342988,1537274,6969538,8717044,7902916,7998974,11688237,11159834,4479498,8089918,5168630,4629378,4983721,2770015,12502172,19049183
14,000021,2017-12-08,0.017699115044247815,0.0165929203539823,0.19644657228551213,13657.5,113507.50207206744,2120,43419171,58918890,1933020,2385492,8270736,9738501,7339539,7742955,10118364,9742152,5413513,5967988,5091818,2711614,2255645,4197606,2996536,16432582
15,000023,2017-12-08,0.008936550491510209,0.006255585344057124,1.3449059804307057,4527.0,29316.295970756782,276,2371006,1613523,203717,383297,1168132,412416,293502,254616,486429,563194,219226,0,0,0,0,0,0,0
16,000025,2017-12-08,0.003017349761126331,0.003268795574553618,1.052657386043198,15960.0,52489.03746771232,1427,23589633,20040347,1055062,1500429,8406204,7327734,6220888,5103642,4988838,3417943,1345486,686563,1018475,390236,0,0,554680,1613800
17,000026,2017-12-08,0.01893939393939381,0.01893939393939381,0.48056890022539467,10660.0,47374.749145775604,482,5254924,6512040,454377,394587,2217573,1921497,1203885,1649626,1139981,770866,239108,499114,0,631950,0,0,0,644400
18,000027,2017-12-08,0.0050167224080266415,0.0050167224080266415,0.17397935759598593,1803.0,36041.40228828201,1182,5775809,7379728,892254,1110039,2193334,2147030,350265,1349194,1492871,1332427,499665,217200,347420,0,0,0,0,1223838
