,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2017-11-30,-0.023357664233576547,-0.005109489051094762,0.234834159409927,110403.0,690209.6656344136,3409,527670263,538327493,662304,1041255,8636107,10395146,16618267,22579043,37274949,42504371,29945675,38621480,36857231,34177759,30809378,38141462,366866352,350866977
1,000002,2017-11-30,-0.056797583081571124,-0.038670694864048394,0.5539685137711677,298116.0,1122591.4005234113,3573,1113709822,1000953569,122566,187120,3469269,5220154,9523085,13559943,38771749,49134802,48781418,58144249,56780240,52615654,62081104,55609253,894180391,766482394
2,000004,2017-11-30,0.0023529411764704466,-0.004705882352941226,0.7507857328091174,17710.0,84127.0240979849,1154,24066622,19395516,674549,705055,7044484,5390199,4595742,4890938,4384518,3897496,2278190,961138,1292590,339107,0,1411963,3796549,1799620
3,000005,2017-11-30,-0.009433962264150941,-0.004716981132075526,0.2067342384596077,4240.0,39686.57233358656,420,4189129,3124004,397678,434546,1386554,1036396,896508,712400,577426,389530,251160,208116,679803,343016,0,0,0,0
4,000008,2017-11-30,0.0131421744324971,0.0131421744324971,0.263624876883359,8490.0,124364.3966759424,1008,22350019,16257395,1114252,1096710,4318313,3271864,2728926,2373698,2193559,3015124,1493442,2131611,1349363,1077275,456533,855257,8695631,2435856
5,000009,2017-11-30,-0.014267185473411215,-0.00907911802853445,0.199854546609162,13878.0,90381.21799927189,1489,40948205,22220050,1257186,1210539,7487951,5099622,6256683,3546243,8062155,4250153,4572463,3280409,3080003,1767465,3128150,1778423,7103614,1287196
6,000010,2017-11-30,-0.015355086372360827,-0.011516314779270509,0.1475555306073493,8272.0,66218.94839216142,1248,22463224,10329662,1178308,1077670,4970782,3748374,3301799,2294136,3643148,1963556,1867284,856346,1990457,389580,2159964,0,3351482,0
7,000011,2017-11-30,0.0052662375658278915,0.015798712697483897,0.45379988194805587,17380.0,148824.13604149577,1419,31526215,32398746,982202,1131178,7330980,6428173,7508758,6178632,6256132,5607497,3641363,3099396,1761592,1022287,498624,1825335,3546564,7106248
8,000012,2017-11-30,-0.03161222339304537,-0.018967334035827177,0.1826846223500628,44330.0,363278.5670816564,2703,202741297,159480706,1564515,1254002,12034522,11158791,16108289,14943171,28282774,22753592,21559473,21890690,16101580,10904740,12718231,11603136,94371913,64972584
9,000014,2017-11-30,0.005586592178770999,0.008778930566640142,0.4532816316025973,9992.0,57249.358901726475,764,11524922,9144249,818568,615091,2985163,3121685,2063727,1813755,1887342,1740742,1902897,249800,308945,1069071,947720,0,610560,534105
