,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2018-02-12,-0.005093378607809784,-0.005942275042444711,0.1971826840205303,122905.0,734845.6825721274,3574,538319093,546576326,642702,505910,10052260,10379609,21668278,22232503,50137723,52646570,44007910,43177474,35618549,34177213,27516014,29380556,348675657,354076491
1,000002,2018-02-12,0.014953865733375649,0.013363028953229383,0.5350036168780974,114984.0,625824.1317368314,3456,472212284,524486539,685240,825300,8657110,10765293,20021889,21842057,44943655,45344203,42390923,35721127,33472489,34870172,28513334,30101617,293527644,345016770
2,000004,2018-02-12,0.017034068136272618,0.014028056112224352,1.0423202324856222,16111.5,35742.08302931752,366,3384346,4795067,166240,325249,2192068,1775446,417388,1305302,202650,983070,0,406000,0,0,406000,0,0,0
3,000005,2018-02-12,0.024725274725274637,0.024725274725274637,0.16910289619975893,3720.0,44605.46005580705,463,3294510,4591325,428091,505680,888767,1527193,536045,706363,1441607,692529,0,496890,0,0,0,0,0,662670
4,000008,2018-02-12,0.0092592592592593,0.005291005291005346,0.23049913454224347,3805.0,40397.60180982121,1076,9740956,9541996,1077403,1191183,2766737,2348305,2718909,1840105,2941723,1936892,236184,1549617,0,0,0,0,0,675894
5,000009,2018-02-12,0.012477718360071277,0.02317290552584672,0.1380916375209878,10296.0,118951.43854261257,1655,33731016,36330395,1310189,1668011,5365077,5707010,6155994,5094490,5357137,8353147,3819380,4277668,1328496,3069223,1363037,2328357,9031706,5832489
6,000010,2018-02-12,0.029925187032419087,0.02743142144638422,0.13366664055506397,4884.0,63129.63022465772,901,9278006,10294402,784597,1018734,2048304,3244753,1522412,1909230,1568195,1720427,503340,1268956,611601,359390,0,0,2239557,772912
7,000011,2018-02-12,0.029577464788732355,0.029577464788732355,0.43434396409974835,12897.0,48436.30516253752,1069,13211495,14957445,1226276,794263,4327522,5439719,3466578,2909304,2647545,3092934,927246,468405,616328,654710,0,843290,0,754820
8,000012,2018-02-12,0.007863695937090576,0.011795543905635641,0.19412331528290855,10668.0,109070.07981983856,1546,19925536,33212385,1388962,1714645,5022467,7380301,3857720,5526814,3989974,5331483,1708045,3745438,1068819,990230,404448,1265938,2485101,7257536
9,000014,2018-02-12,0.09317443120260016,0.09317443120260016,0.32858853512465636,9450.0,61531.1524413266,789,14204127,7938028,954529,628507,3912269,2331687,2684512,1543659,2435430,885453,1859556,1183082,1003955,328865,0,456600,1353876,580175
10,000016,2018-02-12,0.028622540250447193,0.03220035778175312,0.15580421910276673,13848.0,181895.55505137818,1290,37274122,39498843,763174,1079269,4853821,4309552,5701733,4658302,7017778,8908172,5585217,5665314,3094316,2407103,1685001,3097726,8573082,9373405
11,000017,2018-02-12,0.015444015444015413,0.01737451737451745,0.3047783023923818,2874.5,39701.59612955452,288,1770233,2251556,155612,328446,502729,851342,449450,387968,443850,157800,218592,0,0,0,0,0,0,526000
12,000020,2018-02-12,0.03515625,0.02734375,0.5141402780245826,5197.5,27005.22905828348,396,2305235,3058129,419932,330095,824826,1448892,341177,488452,719300,476290,0,0,0,314400,0,0,0,0
13,000021,2018-02-12,0.017743979721166037,0.021546261089987473,0.17432205263215256,12067.0,90804.31299509872,2052,41398096,47220393,2236872,1656254,7503164,9166727,6608012,7778753,9231631,9445584,4295826,5642503,3851868,2832670,3109848,3348665,4560875,7349237
14,000023,2018-02-12,0.008075370121130687,0.01211305518169592,0.6131225191360219,1507.0,48135.20000422626,588,3416073,4276820,243032,711578,1041078,1599281,1040408,561653,497555,526480,0,0,0,0,0,0,594000,877828
15,000025,2018-02-12,0.02124999999999999,0.02968750000000009,0.8673047728006136,13168.0,57515.252805804936,1363,19284111,22900662,1405508,1758752,5713657,6441218,5074665,4147473,3979746,5700608,1200169,2106721,1030005,1051502,880361,0,0,1694388
16,000026,2018-02-12,0.03017689906347565,0.02289281997918846,0.45021540336957383,3915.0,28671.387419775117,455,2741542,3092974,327860,685269,1089738,1412411,413968,780122,260059,215172,278784,0,371133,0,0,0,0,0
17,000027,2018-02-12,0.0,0.0017921146953405742,0.16339858635259275,4456.0,78106.29275924953,1168,10818667,13011512,709511,1969578,1845641,2515752,2416714,2264127,1761524,2152791,956817,1006001,0,388500,0,0,3128460,2714763
18,000028,2018-02-12,0.0028053113895643023,0.01253039087338692,1.8127416443034405,16200.0,106204.30922575678,870,17252543,18041114,648653,526334,6441092,3449467,2795458,2442787,2690149,2913447,563465,2371600,321480,0,0,0,3792246,6337479
19,000030,2018-02-12,0.011111111111111072,0.012499999999999956,0.17942010724359145,5033.0,32866.51706337408,1615,6922381,13832855,876138,3872701,1511773,4366178,2277858,1840750,1419295,1136376,478317,966986,359000,695864,0,437400,0,516600
20,000032,2018-02-12,0.013458950201884257,0.016150740242261152,0.3524627511818808,9828.0,33580.80463562926,444,3881916,5278423,379148,454813,1540686,2226298,608912,1198710,1128044,902770,225126,495832,0,0,0,0,0,0
21,000036,2018-02-12,0.007777777777777883,0.008888888888888946,0.22964224797837768,18080.0,139988.3524751912,1537,42709130,46774316,1042206,1667546,6779867,7212696,5603814,6238670,9216475,10059238,4595575,5711333,3587374,2446837,4385605,2696351,7498214,10741645
22,000037,2018-02-12,0.014787430683918634,0.007393715341959428,0.2350610420406284,1632.0,19206.36547463491,530,2173795,2265554,245653,618421,1050763,682485,615299,723362,262080,0,0,241286,0,0,0,0,0,0
23,000038,2018-02-12,0.00864397622906532,0.009184224743381764,0.6940263729005118,5562.0,23551.04274929912,711,4770925,4334185,1210965,539161,1691614,2190939,1021756,674584,539490,713162,0,216339,307100,0,0,0,0,0
24,000039,2018-02-12,0.030459770114942497,0.034482758620689724,0.343898567944103,19781.0,166775.45439419823,2566,66443436,109837631,1440853,2245821,10494111,13070017,8030831,12906538,10468641,22686987,7835332,15325864,3412555,8028699,3485238,9145511,21275875,26428194
25,000040,2018-02-12,0.02347826086956517,0.024347826086956514,0.3218859901932282,5890.0,44228.22229720478,1285,13535767,14186795,1830601,996156,1949882,4285052,4435705,2285976,2210761,5844280,1614272,775331,309551,0,485275,0,699720,0
26,000042,2018-02-12,0.030199039121482363,0.028826355525051417,0.6803199255394495,5988.0,24988.307998363594,459,3477453,3154097,451833,274141,1471473,1780426,771495,825061,782652,274469,0,0,0,0,0,0,0,0
27,000043,2018-02-12,0.0023696682464455776,0.0035545023696683664,0.35791379333716794,11816.0,46989.50415986376,556,8155006,8458251,360304,566618,1902666,2822465,2522636,1683347,2087129,1865782,967363,1217043,314908,302996,0,0,0,0
28,000045,2018-02-12,0.016238159675236785,0.020297699594046037,0.3271694598219939,7510.0,42402.042167643354,510,5818829,5293845,534146,580077,1716309,1709562,1328601,1085668,800834,1378103,694455,225600,744484,314835,0,0,0,0
29,000048,2018-02-12,-0.011676396997498006,0.0008340283569641116,1.1551259441441488,11940.0,49026.275623761925,431,5473455,5813599,417423,449312,1784109,1906093,1046490,923267,1315115,1099507,463918,1022964,0,0,446400,412456,0,0
30,000049,2018-02-12,0.056263599626981575,0.05222256760957422,0.7541319724096861,16805.0,72612.69541303268,1821,34844838,41294989,1551542,1262979,9410957,8097891,6915627,9472384,7106338,11138657,1399141,4324491,4801028,3055622,1828646,1298224,1831559,2644741
31,000050,2018-02-12,0.04599211563731931,0.04073587385019706,0.2966127246002332,26290.5,184177.81290718436,2638,79275497,122661803,1890044,1327988,9921901,13142215,15582866,17829024,18509661,19740476,4764038,8940738,8103268,11106412,5423823,7668674,15079896,42906276
32,000055,2018-02-12,0.02156334231805923,0.0040431266846361336,0.16326133950709928,22110.0,113860.5219549421,2069,55727867,62376676,1301016,1633459,7641774,9987486,9873419,12905318,14208651,15123943,7466937,6360421,5054341,3164733,3690695,2682761,6491034,10518555
33,000058,2018-02-12,0.01672240802675584,0.02341137123745818,0.26755757562977434,6120.0,32629.17364570724,499,3864591,5262244,455984,542904,1337646,2475503,686412,919371,839481,1324466,231426,0,313642,0,0,0,0,0
34,000059,2018-02-12,0.0021413276231263545,-0.0021413276231262435,0.1978893655795362,12180.0,110361.50062879022,2230,50544190,37552234,2592959,1279925,12876131,7362254,8300555,7260254,7974476,7265165,4425214,3450577,3839098,2414235,2613827,889951,7921930,7629873
35,000060,2018-02-12,0.013402061855670278,0.015463917525773141,0.18699602966635692,35964.0,299461.3346101291,2694,135811526,162013590,1279874,2027272,10086224,12864140,12474165,17379607,21406368,27212715,17520253,18080321,12742638,13827132,15937650,9185716,44364354,61436687
36,000061,2018-02-12,0.0015797788309637184,0.020537124802527673,0.21337700770550552,2580.0,28959.784702359513,880,4356121,7636074,520496,1095109,1261268,2100839,1489784,2359961,762073,1878553,0,201612,322500,0,0,0,0,0
37,000062,2018-02-12,0.023076923076923217,0.030219780219780334,0.487122026272826,7420.0,53750.40907108017,1396,8598124,17172365,669848,2963446,2919228,6129203,2398613,3008100,1300870,1201061,430815,1458155,0,325600,0,0,878750,2086800
38,000063,2018-02-12,0.014832700931355802,0.024146257330113885,0.4876607376819596,173880.0,1034288.8326593112,3535,710754135,872745318,275899,270040,7338618,8321171,18886142,19768387,46555861,45889861,43642933,39365985,37904518,52564328,34239100,35829980,521911064,670735566
39,000065,2018-02-12,0.023420865862313622,0.022711142654364913,0.32933998265426717,5712.0,43955.96301643896,1831,6596381,19461648,739093,4521685,2764160,4843527,1883111,2351346,641037,2948201,204490,1615521,364490,327750,0,450616,0,2403002
40,000066,2018-02-12,0.029654036243822013,0.023064250411861664,0.1549621786098784,12400.0,126516.33306251037,1536,28930605,42041152,1151292,1535985,4707696,7151452,5046510,7968283,6023222,6760975,4402690,3107611,3325777,2761137,1312658,2210625,2960760,10545084
41,000068,2018-02-12,0.014218009478673022,0.0165876777251186,0.163967116624732,2544.0,27774.884153058883,664,3271009,4319799,856446,258108,1484619,1531348,371658,1210720,558286,687033,0,284290,0,348300,0,0,0,0
42,000069,2018-02-12,0.010804321728691502,0.009603841536614643,0.15024745234660086,39762.0,325401.97233493096,3089,255449783,222268327,1922356,1342304,10585335,10172543,14141766,10889874,31894685,30871235,20566198,26769099,19046919,17440073,19418559,18596899,137873965,106186300
43,000070,2018-02-12,0.02589395807644901,0.034525277435265345,0.3062074933313439,9960.0,48783.73005584067,701,8614802,11041031,823738,655094,3086668,2906229,1645508,2361304,1969078,2734329,718530,1014196,371280,1369879,0,0,0,0
44,000078,2018-02-12,0.016853932584269593,0.022471910112359605,0.14123651328201586,5400.0,56438.19205495846,1432,12334843,19918644,1793297,1346441,2934668,3572141,2195906,2962372,2625675,3625254,1730817,2984918,0,3953465,434704,952413,619776,521640
45,000088,2018-02-12,0.008810572687224738,0.011747430249632984,0.2610586143565421,8268.0,49127.180718515156,680,9279594,8859546,433786,859622,2392631,2780864,1752916,2188947,2176765,1876759,1766270,496048,316008,657306,441218,0,0,0
46,000089,2018-02-12,0.0,-0.006119951040391758,0.17813684151942247,11354.0,93840.81657176683,2109,50396980,36917628,598460,2862520,5380477,9376638,14147074,7112345,11857954,6404765,5922055,3354226,1265337,1399824,1885438,2669872,9340185,3737438
47,000090,2018-02-12,0.009646302250803762,0.012861736334405016,0.25034573733013427,6587.0,82277.51604206652,1390,16968449,22599336,1310584,2096470,3505156,4972351,2619615,4620019,5684773,3161367,786739,1185539,1466775,1395210,474618,0,1120189,5168380
48,000096,2018-02-12,-0.0007168458781361409,-0.01003584229390675,0.6784764192323635,9660.0,51331.27872899089,422,5985369,5073807,945197,284806,1678486,1384626,1268601,511670,1035205,1740636,507880,849485,0,302584,0,0,550000,0
49,000099,2018-02-12,0.02917771883289122,0.03183023872679058,0.24354446373500716,6116.0,36844.578938415805,960,6281616,9017686,1327428,1163401,2870764,3300762,816765,2043578,669622,1423970,202797,0,394240,352304,0,0,0,733671
50,000100,2018-02-12,0.01488095238095255,0.017857142857142794,0.06370100466034659,16611.0,233142.7007719372,2813,64241055,97846393,1764365,2241740,12062790,15137390,13111060,11992505,8575501,11897796,3896780,5599446,3388619,5806982,453530,4510211,20988410,40660323
51,000150,2018-02-12,0.0,-0.002681992337164707,1.013704984035271,5242.0,59881.09211712545,663,8481345,5284027,1134840,321511,1916345,1726243,1330896,888477,1233503,538122,776975,470570,721446,300504,0,0,1367340,1038600
52,000151,2018-02-12,0.01148225469728592,0.020876826722338038,0.4143676269161013,9790.0,58825.33033869133,534,5667736,7284411,542745,599825,1692940,2826000,936247,1956148,326172,1348877,754387,232786,368329,320775,0,0,1046916,0
53,000153,2018-02-12,0.023255813953488413,0.027616279069767602,0.3591844482367195,5640.0,20384.647318551986,366,1871081,2717801,600250,396697,918671,1515891,191648,445739,160512,359474,0,0,0,0,0,0,0,0
54,000155,2018-02-12,0.09608540925266906,0.08896797153024916,0.10634091199811362,29568.0,476418.15621520876,2809,152553244,145195873,1754419,1502646,12683616,12601752,15650714,14126894,22157867,19097944,11826499,15233284,10766959,11388470,5773664,5929256,71939506,65315627
55,000157,2018-02-12,0.00959232613908867,0.00959232613908867,0.08646012271436068,8380.0,94025.92392463659,2340,36968471,34056201,2523385,2410710,11039629,7639660,4906459,4810982,4834059,4942944,4085675,2399746,2036399,2807739,905528,1751074,6637337,7293346
