,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2018-02-14,0.0033444816053511683,-0.0025083612040134318,0.21171906405943183,57264.0,467066.5319543615,3195,338798567,322218022,701617,1191708,12952028,15223753,14281461,21736719,26954912,35476270,21929124,25438093,22667917,21626081,15890475,15876216,223421033,185649182
1,000002,2018-02-14,0.009126863401277996,0.003954974140553791,0.5643711305766359,65190.0,372845.552111465,3394,304338714,263210816,1308305,1481333,12958284,13173051,23685710,19654712,43113499,34597308,30803548,29580737,26779962,19549574,16712626,20644439,148976780,124529662
2,000004,2018-02-14,0.005475360876057822,-0.006470881035340881,1.7762421173004874,6054.0,22627.726220235825,127,789944,532111,108074,136432,483091,335440,198779,60239,0,0,0,0,0,0,0,0,0,0
3,000005,2018-02-14,0.008042895442359255,0.00536193029490617,0.17833145011744342,4914.0,40264.39435754704,437,2832238,5324606,263758,625612,887895,1820015,764237,917432,572642,1466923,0,0,343706,0,0,494624,0,0
4,000008,2018-02-14,0.03511053315994794,0.02860858257477239,0.28473286087280486,7780.0,47153.65184219678,729,7247516,10820194,802954,500910,2141541,3819061,2010648,2160640,1778537,2231471,203836,468502,310000,1105216,0,0,0,534394
5,000009,2018-02-14,0.008928571428571619,-0.0017857142857142794,0.15065876991279178,5560.0,69537.67373147761,1384,19846481,15226558,900145,1704108,3017263,4760979,3499790,3337381,3789610,4315393,2276386,444555,703401,664142,406636,0,5253250,0
6,000010,2018-02-14,0.0024271844660193054,0.0,0.17975786788277065,4532.0,50262.47931375549,525,6366697,4907673,442980,462842,1469793,1886211,1346201,1842576,825390,716044,428276,0,724182,0,492456,0,637419,0
7,000011,2018-02-14,-0.0020066889632106566,-0.0026755852842809125,0.5549549445991785,7410.0,48068.6794024403,725,9344758,6980106,999874,668925,2594191,2108798,2363391,1303813,1552631,840936,1053330,889717,343266,310992,438075,856925,0,0
8,000012,2018-02-14,0.003870967741935516,0.00774193548387081,0.22826924866465642,7770.0,69444.95558837228,1153,16180576,17643364,1399019,1259261,3563485,4963426,3613403,3288885,2345978,3577411,1486809,804418,1385131,1965255,0,401774,2386751,1382934
9,000014,2018-02-14,0.04868154158215021,0.05273833671399619,0.2785202044620509,7273.0,42179.40696998701,1255,13693932,13710603,1711660,1031457,4679014,4135593,3505932,3193742,3058510,2856409,738816,892206,0,361152,0,0,0,1240044
10,000016,2018-02-14,0.00522648083623678,0.00522648083623678,0.20435779551439054,8050.0,76704.33179383319,789,13836215,11931352,490647,1017384,2169298,2566354,2026044,2110394,3053967,2388555,3095939,1596787,701320,399168,0,903888,2299000,948822
11,000017,2018-02-14,0.01325757575757569,0.007575757575757569,0.3038828027120496,2635.0,26877.54315610767,301,1330679,1991487,184394,307225,570739,620105,203193,266756,372353,584601,0,212800,0,0,0,0,0,0
12,000020,2018-02-14,0.022878932316491962,0.0219256434699715,0.6328466269289965,6314.5,51270.97023776473,274,2880012,2438070,228026,216469,1189699,817365,391731,364139,393396,724497,0,0,0,315600,0,0,677160,0
