,code,date,pchange_whole,pchange,change_std,amount_median,amount_std,length,sumsell,sumbuy,sell_vol_0,buy_vol_0,sell_vol_1,buy_vol_1,sell_vol_2,buy_vol_2,sell_vol_3,buy_vol_3,sell_vol_4,buy_vol_4,sell_vol_5,buy_vol_5,sell_vol_6,buy_vol_6,sell_vol_7,buy_vol_7
0,000001,2018-03-21,-0.004184100418409997,0.006694560669456173,0.20214255984967094,136447.5,1098694.9685814136,3498,644842437,743854383,847701,548142,11493804,6946532,22187976,13566885,53726484,36817143,51166465,36421198,41981023,37953221,35590998,23043851,427847986,588557411
1,000002,2018-03-21,0.006037496027963218,0.013346043851286904,0.5341149688133402,97898.0,456967.3200339435,3472,376524630,448669914,760437,1028417,11113671,12287948,22443016,23384856,41152122,45855225,41169466,38597954,30697521,32068114,25213929,33831846,203974468,261615554
2,000004,2018-03-21,0.004424778761061843,-0.0039823008849557695,1.2016005484563257,8972.0,58357.74683025033,353,6337890,2591295,372570,317620,1416772,1343404,736994,630473,1953967,299798,239787,0,0,0,495220,0,1122580,0
3,000005,2018-03-21,-0.015075376884422176,0.012562814070351758,0.16274269915320919,6007.5,85631.818668422,598,5195914,7226898,621488,570106,2309636,1714129,800014,1068467,1245285,903554,219491,703767,0,332072,0,0,0,1934803
4,000006,2018-03-21,-0.006361323155216425,0.008905852417302684,0.1558251695857768,15900.0,142832.61770312575,2548,74728956,70329948,2576305,1500782,10371007,9842417,14030295,8779569,12579072,12256641,7892611,8147157,5780084,7835875,6306922,6285490,15192660,15682017
5,000007,2018-03-21,0.0,-0.0064102564102563875,0.439663990725286,14040.0,61718.02428309076,1020,17722492,16932188,932161,903718,4922444,4518622,4012556,3852823,3081623,3653931,2751507,761792,1034285,645803,445200,863440,542716,1732059
6,000008,2018-03-21,0.0028368794326241176,0.004255319148936287,0.14662946853730954,7050.0,168323.00187391718,2317,59528640,57142792,3850430,2065191,6993000,6479792,5590062,3081285,2951168,4276868,3672770,2155098,6003361,2398232,3087421,3129952,27380428,33556374
7,000009,2018-03-21,-0.010937500000000044,0.0015624999999999112,0.14466361370057143,12880.0,154427.38690530157,1961,64891723,35458399,1832982,1298027,9618384,5552445,9705602,5453357,11287883,5694610,5808241,4486026,4384729,2971138,2255049,2733602,19998853,7269194
8,000010,2018-03-21,-0.004246284501061459,0.010615711252653925,0.16811482584577406,6622.0,69695.01260520914,785,11057607,7780537,1031616,826504,2732453,2642101,1869436,1657232,1369816,2357502,1725137,297198,0,0,0,0,2329149,0
9,000011,2018-03-21,-0.003750000000000031,0.007500000000000062,0.44307116715793865,11315.5,52314.545503794085,1304,16761133,20593745,1448398,1218678,5724412,5285174,4022033,4598411,3973921,3466850,925820,2017211,666549,2052304,0,1438656,0,516461
